Riversystem mini_uTAHPS_qmin reservoir fractions [fr] 
YYYY MM DD HH HJELLE 
2025 9 12 16 0.5152 
2025 9 12 17 0.5151 
2025 9 12 18 0.5151 
2025 9 12 19 0.5151 
2025 9 12 20 0.5150 
2025 9 12 21 0.5150 
2025 9 12 22 0.5149 
2025 9 12 23 0.5149 
2025 9 13 0 0.5149 
2025 9 13 1 0.5148 
2025 9 13 2 0.5148 
2025 9 13 3 0.5147 
2025 9 13 4 0.5147 
2025 9 13 5 0.5147 
2025 9 13 6 0.5146 
2025 9 13 7 0.5146 
2025 9 13 8 0.5145 
2025 9 13 9 0.5145 
2025 9 13 10 0.5145 
2025 9 13 11 0.5144 
2025 9 13 12 0.5144 
2025 9 13 13 0.5143 
2025 9 13 14 0.5143 
2025 9 13 15 0.5143 
2025 9 13 16 0.5142 
2025 9 13 17 0.5142 
2025 9 13 18 0.5141 
2025 9 13 19 0.5141 
2025 9 13 20 0.5141 
2025 9 13 21 0.5140 
2025 9 13 22 0.5140 
2025 9 13 23 0.5139 
2025 9 14 0 0.5139 
2025 9 14 1 0.5139 
2025 9 14 2 0.5138 
2025 9 14 3 0.5138 
2025 9 14 4 0.5137 
2025 9 14 5 0.5137 
2025 9 14 6 0.5137 
2025 9 14 7 0.5136 
2025 9 14 8 0.5136 
2025 9 14 9 0.5136 
2025 9 14 10 0.5135 
2025 9 14 11 0.5135 
2025 9 14 12 0.5134 
2025 9 14 13 0.5134 
2025 9 14 14 0.5134 
2025 9 14 15 0.5133 
2025 9 14 16 0.5133 
2025 9 14 17 0.5132 
2025 9 14 18 0.5132 
2025 9 14 19 0.5132 
2025 9 14 20 0.5131 
2025 9 14 21 0.5131 
2025 9 14 22 0.5130 
2025 9 14 23 0.5130 
2025 9 15 0 0.5130 
2025 9 15 1 0.5129 
2025 9 15 2 0.5129 
2025 9 15 3 0.5128 
2025 9 15 4 0.5128 
2025 9 15 5 0.5128 
2025 9 15 6 0.5127 
2025 9 15 7 0.5127 
2025 9 15 8 0.5126 
2025 9 15 9 0.5126 
2025 9 15 10 0.5126 
2025 9 15 11 0.5125 
2025 9 15 12 0.5125 
2025 9 15 13 0.5124 
2025 9 15 14 0.5124 
2025 9 15 15 0.5124 
2025 9 15 16 0.5123 
2025 9 15 17 0.5123 
2025 9 15 18 0.5122 
2025 9 15 19 0.5122 
2025 9 15 20 0.5122 
2025 9 15 21 0.5121 
2025 9 15 22 0.5121 
2025 9 15 23 0.5120 
2025 9 16 0 0.5120 
2025 9 16 1 0.5120 
2025 9 16 2 0.5119 
2025 9 16 3 0.5119 
2025 9 16 4 0.5118 
2025 9 16 5 0.5118 
2025 9 16 6 0.5118 
2025 9 16 7 0.5117 
2025 9 16 8 0.5117 
2025 9 16 9 0.5116 
2025 9 16 10 0.5116 
2025 9 16 11 0.5116 
2025 9 16 12 0.5115 
2025 9 16 13 0.5115 
2025 9 16 14 0.5114 
2025 9 16 15 0.5114 
2025 9 16 16 0.5114 
2025 9 16 17 0.5113 
2025 9 16 18 0.5113 
2025 9 16 19 0.5112 
2025 9 16 20 0.5112 
2025 9 16 21 0.5112 
2025 9 16 22 0.5111 
2025 9 16 23 0.5111 
2025 9 17 0 0.5110 
2025 9 17 1 0.5110 
2025 9 17 2 0.5110 
2025 9 17 3 0.5109 
2025 9 17 4 0.5109 
2025 9 17 5 0.5108 
2025 9 17 6 0.5108 
2025 9 17 7 0.5108 
2025 9 17 8 0.5107 
2025 9 17 9 0.5107 
2025 9 17 10 0.5106 
2025 9 17 11 0.5106 
2025 9 17 12 0.5106 
2025 9 17 13 0.5105 
2025 9 17 14 0.5105 
2025 9 17 15 0.5104 
2025 9 17 16 0.5104 
2025 9 17 17 0.5104 
2025 9 17 18 0.5103 
2025 9 17 19 0.5103 
2025 9 17 20 0.5102 
2025 9 17 21 0.5102 
2025 9 17 22 0.5102 
2025 9 17 23 0.5101 
2025 9 18 0 0.5101 
2025 9 18 1 0.5100 
2025 9 18 2 0.5100 
2025 9 18 3 0.5100 
2025 9 18 4 0.5099 
2025 9 18 5 0.5099 
2025 9 18 6 0.5098 
2025 9 18 7 0.5098 
2025 9 18 8 0.5098 
2025 9 18 9 0.5097 
2025 9 18 10 0.5097 
2025 9 18 11 0.5096 
2025 9 18 12 0.5096 
2025 9 18 13 0.5096 
2025 9 18 14 0.5095 
2025 9 18 15 0.5095 
2025 9 18 16 0.5094 
2025 9 18 17 0.5094 
2025 9 18 18 0.5094 
2025 9 18 19 0.5093 
2025 9 18 20 0.5093 
2025 9 18 21 0.5092 
2025 9 18 22 0.5092 
2025 9 18 23 0.5092 
2025 9 19 0 0.5091 
2025 9 19 1 0.5091 
2025 9 19 2 0.5090 
2025 9 19 3 0.5090 
2025 9 19 4 0.5090 
2025 9 19 5 0.5089 
2025 9 19 6 0.5089 
2025 9 19 7 0.5088 
2025 9 19 8 0.5088 
2025 9 19 9 0.5088 
2025 9 19 10 0.5087 
2025 9 19 11 0.5087 
2025 9 19 12 0.5086 
2025 9 19 13 0.5086 
2025 9 19 14 0.5086 
2025 9 19 15 0.5085 
2025 9 19 16 0.5085 
2025 9 19 17 0.5084 
2025 9 19 18 0.5084 
2025 9 19 19 0.5084 
2025 9 19 20 0.5083 
2025 9 19 21 0.5083 
2025 9 19 22 0.5082 
2025 9 19 23 0.5082 
2025 9 20 0 0.5082 
2025 9 20 1 0.5081 
2025 9 20 2 0.5081 
2025 9 20 3 0.5080 
2025 9 20 4 0.5080 
2025 9 20 5 0.5080 
2025 9 20 6 0.5079 
2025 9 20 7 0.5079 
2025 9 20 8 0.5078 
2025 9 20 9 0.5078 
2025 9 20 10 0.5078 
2025 9 20 11 0.5077 
2025 9 20 12 0.5077 
2025 9 20 13 0.5076 
2025 9 20 14 0.5076 
2025 9 20 15 0.5076 
2025 9 20 16 0.5075 
2025 9 20 17 0.5075 
2025 9 20 18 0.5074 
2025 9 20 19 0.5074 
2025 9 20 20 0.5074 
2025 9 20 21 0.5073 
2025 9 20 22 0.5073 
2025 9 20 23 0.5072 
2025 9 21 0 0.5072 
2025 9 21 1 0.5072 
2025 9 21 2 0.5071 
2025 9 21 3 0.5071 
2025 9 21 4 0.5070 
2025 9 21 5 0.5070 
2025 9 21 6 0.5070 
2025 9 21 7 0.5069 
2025 9 21 8 0.5069 
2025 9 21 9 0.5068 
2025 9 21 10 0.5068 
2025 9 21 11 0.5068 
2025 9 21 12 0.5067 
2025 9 21 13 0.5067 
2025 9 21 14 0.5066 
2025 9 21 15 0.5066 
2025 9 21 16 0.5066 
2025 9 21 17 0.5065 
2025 9 21 18 0.5065 
2025 9 21 19 0.5064 
2025 9 21 20 0.5064 
2025 9 21 21 0.5064 
2025 9 21 22 0.5063 
2025 9 21 23 0.5063 
2025 9 22 0 0.5063 
2025 9 22 1 0.5062 
2025 9 22 2 0.5062 
2025 9 22 3 0.5061 
2025 9 22 4 0.5061 
2025 9 22 5 0.5061 
2025 9 22 6 0.5060 
2025 9 22 7 0.5060 
2025 9 22 8 0.5059 
2025 9 22 9 0.5059 
2025 9 22 10 0.5059 
2025 9 22 11 0.5058 
2025 9 22 12 0.5058 
2025 9 22 13 0.5057 
2025 9 22 14 0.5057 
2025 9 22 15 0.5057 
2025 9 22 16 0.5056 
2025 9 22 17 0.5056 
2025 9 22 18 0.5055 
2025 9 22 19 0.5055 
2025 9 22 20 0.5055 
2025 9 22 21 0.5054 
2025 9 22 22 0.5054 
2025 9 22 23 0.5053 
2025 9 23 0 0.5053 
2025 9 23 1 0.5053 
2025 9 23 2 0.5052 
2025 9 23 3 0.5052 
2025 9 23 4 0.5051 
2025 9 23 5 0.5051 
2025 9 23 6 0.5051 
2025 9 23 7 0.5050 
2025 9 23 8 0.5050 
2025 9 23 9 0.5049 
2025 9 23 10 0.5049 
2025 9 23 11 0.5049 
2025 9 23 12 0.5048 
2025 9 23 13 0.5048 
2025 9 23 14 0.5047 
2025 9 23 15 0.5047 
2025 9 23 16 0.5047 
2025 9 23 17 0.5046 
2025 9 23 18 0.5046 
2025 9 23 19 0.5045 
2025 9 23 20 0.5045 
2025 9 23 21 0.5045 
2025 9 23 22 0.5044 
2025 9 23 23 0.5044 
2025 9 24 0 0.5043 
2025 9 24 1 0.5043 
2025 9 24 2 0.5043 
2025 9 24 3 0.5042 
2025 9 24 4 0.5042 
2025 9 24 5 0.5041 
2025 9 24 6 0.5041 
2025 9 24 7 0.5041 
2025 9 24 8 0.5040 
2025 9 24 9 0.5040 
2025 9 24 10 0.5039 
2025 9 24 11 0.5039 
2025 9 24 12 0.5039 
2025 9 24 13 0.5038 
2025 9 24 14 0.5038 
2025 9 24 15 0.5037 
2025 9 24 16 0.5037 
2025 9 24 17 0.5037 
2025 9 24 18 0.5036 
2025 9 24 19 0.5036 
2025 9 24 20 0.5035 
2025 9 24 21 0.5035 
2025 9 24 22 0.5035 
2025 9 24 23 0.5034 
2025 9 25 0 0.5034 
2025 9 25 1 0.5033 
2025 9 25 2 0.5033 
2025 9 25 3 0.5033 
2025 9 25 4 0.5032 
2025 9 25 5 0.5032 
2025 9 25 6 0.5031 
2025 9 25 7 0.5031 
2025 9 25 8 0.5031 
2025 9 25 9 0.5030 
2025 9 25 10 0.5030 
2025 9 25 11 0.5029 
2025 9 25 12 0.5029 
2025 9 25 13 0.5029 
2025 9 25 14 0.5028 
2025 9 25 15 0.5028 
2025 9 25 16 0.5027 
2025 9 25 17 0.5027 
2025 9 25 18 0.5027 
2025 9 25 19 0.5026 
2025 9 25 20 0.5026 
2025 9 25 21 0.5025 
2025 9 25 22 0.5025 
2025 9 25 23 0.5025 
2025 9 26 0 0.5024 
2025 9 26 1 0.5024 
2025 9 26 2 0.5023 
2025 9 26 3 0.5023 
2025 9 26 4 0.5023 
2025 9 26 5 0.5022 
2025 9 26 6 0.5022 
2025 9 26 7 0.5021 
2025 9 26 8 0.5021 
2025 9 26 9 0.5021 
2025 9 26 10 0.5020 
2025 9 26 11 0.5020 
2025 9 26 12 0.5019 
2025 9 26 13 0.5019 
2025 9 26 14 0.5019 
2025 9 26 15 0.5018 
2025 9 26 16 0.5018 
2025 9 26 17 0.5017 
2025 9 26 18 0.5017 
2025 9 26 19 0.5017 
2025 9 26 20 0.5016 
2025 9 26 21 0.5016 
2025 9 26 22 0.5015 
2025 9 26 23 0.5015 
2025 9 27 0 0.5015 
2025 9 27 1 0.5014 
2025 9 27 2 0.5014 
2025 9 27 3 0.5013 
2025 9 27 4 0.5013 
2025 9 27 5 0.5013 
2025 9 27 6 0.5012 
2025 9 27 7 0.5012 
2025 9 27 8 0.5011 
2025 9 27 9 0.5011 
2025 9 27 10 0.5011 
2025 9 27 11 0.5010 
2025 9 27 12 0.5010 
2025 9 27 13 0.5009 
2025 9 27 14 0.5009 
2025 9 27 15 0.5009 
2025 9 27 16 0.5008 
2025 9 27 17 0.5008 
2025 9 27 18 0.5007 
2025 9 27 19 0.5007 
2025 9 27 20 0.5007 
2025 9 27 21 0.5006 
2025 9 27 22 0.5006 
2025 9 27 23 0.5005 
2025 9 28 0 0.5005 
2025 9 28 1 0.5005 
2025 9 28 2 0.5004 
2025 9 28 3 0.5004 
2025 9 28 4 0.5003 
2025 9 28 5 0.5003 
2025 9 28 6 0.5003 
2025 9 28 7 0.5002 
2025 9 28 8 0.5002 
2025 9 28 9 0.5001 
2025 9 28 10 0.5001 
2025 9 28 11 0.5001 
2025 9 28 12 0.5000 
2025 9 28 13 0.5000 
2025 9 28 14 0.4999 
2025 9 28 15 0.4999 
2025 9 28 16 0.4999 
2025 9 28 17 0.4998 
2025 9 28 18 0.4998 
2025 9 28 19 0.4997 
2025 9 28 20 0.4997 
2025 9 28 21 0.4997 
2025 9 28 22 0.4996 
2025 9 28 23 0.4996 
2025 9 29 0 0.4995 
2025 9 29 1 0.4995 
2025 9 29 2 0.4995 
2025 9 29 3 0.4994 
2025 9 29 4 0.4994 
2025 9 29 5 0.4993 
2025 9 29 6 0.4993 
2025 9 29 7 0.4993 
2025 9 29 8 0.4992 
2025 9 29 9 0.4992 
2025 9 29 10 0.4991 
2025 9 29 11 0.4991 
2025 9 29 12 0.4991 
2025 9 29 13 0.4990 
2025 9 29 14 0.4990 
2025 9 29 15 0.4990 
2025 9 29 16 0.4989 
2025 9 29 17 0.4989 
2025 9 29 18 0.4988 
2025 9 29 19 0.4988 
2025 9 29 20 0.4988 
2025 9 29 21 0.4987 
2025 9 29 22 0.4987 
2025 9 29 23 0.4986 
2025 9 30 0 0.4986 
2025 9 30 1 0.4986 
2025 9 30 2 0.4985 
2025 9 30 3 0.4985 
2025 9 30 4 0.4984 
2025 9 30 5 0.4984 
2025 9 30 6 0.4984 
2025 9 30 7 0.4983 
2025 9 30 8 0.4983 
2025 9 30 9 0.4982 
2025 9 30 10 0.4982 
2025 9 30 11 0.4982 
2025 9 30 12 0.4981 
2025 9 30 13 0.4981 
2025 9 30 14 0.4980 
2025 9 30 15 0.4980 
2025 9 30 16 0.4980 
2025 9 30 17 0.4979 
2025 9 30 18 0.4979 
2025 9 30 19 0.4978 
2025 9 30 20 0.4978 
2025 9 30 21 0.4978 
2025 9 30 22 0.4977 
2025 9 30 23 0.4977 
2025 10 1 0 0.4976 
2025 10 1 1 0.4976 
2025 10 1 2 0.4976 
2025 10 1 3 0.4975 
2025 10 1 4 0.4975 
2025 10 1 5 0.4974 
2025 10 1 6 0.4974 
2025 10 1 7 0.4974 
2025 10 1 8 0.4973 
2025 10 1 9 0.4973 
2025 10 1 10 0.4972 
2025 10 1 11 0.4972 
2025 10 1 12 0.4972 
2025 10 1 13 0.4971 
2025 10 1 14 0.4971 
2025 10 1 15 0.4970 
2025 10 1 16 0.4970 
2025 10 1 17 0.4970 
2025 10 1 18 0.4969 
2025 10 1 19 0.4969 
2025 10 1 20 0.4968 
2025 10 1 21 0.4968 
2025 10 1 22 0.4968 
2025 10 1 23 0.4967 
2025 10 2 0 0.4967 
2025 10 2 1 0.4966 
2025 10 2 2 0.4966 
2025 10 2 3 0.4966 
2025 10 2 4 0.4965 
2025 10 2 5 0.4965 
2025 10 2 6 0.4964 
2025 10 2 7 0.4964 
2025 10 2 8 0.4964 
2025 10 2 9 0.4963 
2025 10 2 10 0.4963 
2025 10 2 11 0.4962 
2025 10 2 12 0.4962 
2025 10 2 13 0.4962 
2025 10 2 14 0.4961 
2025 10 2 15 0.4961 
2025 10 2 16 0.4960 
2025 10 2 17 0.4960 
2025 10 2 18 0.4960 
2025 10 2 19 0.4959 
2025 10 2 20 0.4959 
2025 10 2 21 0.4958 
2025 10 2 22 0.4958 
2025 10 2 23 0.4958 
2025 10 3 0 0.4957 
2025 10 3 1 0.4957 
2025 10 3 2 0.4956 
2025 10 3 3 0.4956 
2025 10 3 4 0.4956 
2025 10 3 5 0.4955 
2025 10 3 6 0.4955 
2025 10 3 7 0.4954 
2025 10 3 8 0.4954 
2025 10 3 9 0.4954 
2025 10 3 10 0.4953 
2025 10 3 11 0.4953 
2025 10 3 12 0.4952 
2025 10 3 13 0.4952 
2025 10 3 14 0.4952 
2025 10 3 15 0.4951 
2025 10 3 16 0.4951 
2025 10 3 17 0.4950 
2025 10 3 18 0.4950 
2025 10 3 19 0.4950 
2025 10 3 20 0.4949 
2025 10 3 21 0.4949 
2025 10 3 22 0.4948 
2025 10 3 23 0.4948 
2025 10 4 0 0.4948 
2025 10 4 1 0.4947 
2025 10 4 2 0.4947 
2025 10 4 3 0.4946 
2025 10 4 4 0.4946 
2025 10 4 5 0.4946 
2025 10 4 6 0.4945 
2025 10 4 7 0.4945 
2025 10 4 8 0.4944 
2025 10 4 9 0.4944 
2025 10 4 10 0.4944 
2025 10 4 11 0.4943 
2025 10 4 12 0.4943 
2025 10 4 13 0.4942 
2025 10 4 14 0.4942 
2025 10 4 15 0.4942 
2025 10 4 16 0.4941 
2025 10 4 17 0.4941 
2025 10 4 18 0.4940 
2025 10 4 19 0.4940 
2025 10 4 20 0.4940 
2025 10 4 21 0.4939 
2025 10 4 22 0.4939 
2025 10 4 23 0.4938 
2025 10 5 0 0.4938 
2025 10 5 1 0.4938 
2025 10 5 2 0.4937 
2025 10 5 3 0.4937 
2025 10 5 4 0.4936 
2025 10 5 5 0.4936 
2025 10 5 6 0.4936 
2025 10 5 7 0.4935 
2025 10 5 8 0.4935 
2025 10 5 9 0.4934 
2025 10 5 10 0.4934 
2025 10 5 11 0.4934 
2025 10 5 12 0.4933 
2025 10 5 13 0.4933 
2025 10 5 14 0.4932 
2025 10 5 15 0.4932 
2025 10 5 16 0.4932 
2025 10 5 17 0.4931 
2025 10 5 18 0.4931 
2025 10 5 19 0.4930 
2025 10 5 20 0.4930 
2025 10 5 21 0.4930 
2025 10 5 22 0.4929 
2025 10 5 23 0.4929 
2025 10 6 0 0.4928 
2025 10 6 1 0.4928 
2025 10 6 2 0.4928 
2025 10 6 3 0.4927 
2025 10 6 4 0.4927 
2025 10 6 5 0.4926 
2025 10 6 6 0.4926 
2025 10 6 7 0.4926 
2025 10 6 8 0.4925 
2025 10 6 9 0.4925 
2025 10 6 10 0.4924 
2025 10 6 11 0.4924 
2025 10 6 12 0.4924 
2025 10 6 13 0.4923 
2025 10 6 14 0.4923 
2025 10 6 15 0.4922 
2025 10 6 16 0.4922 
2025 10 6 17 0.4922 
2025 10 6 18 0.4921 
2025 10 6 19 0.4921 
2025 10 6 20 0.4920 
2025 10 6 21 0.4920 
2025 10 6 22 0.4920 
2025 10 6 23 0.4919 
2025 10 7 0 0.4919 
2025 10 7 1 0.4918 
2025 10 7 2 0.4918 
2025 10 7 3 0.4918 
2025 10 7 4 0.4917 
2025 10 7 5 0.4917 
2025 10 7 6 0.4917 
2025 10 7 7 0.4916 
2025 10 7 8 0.4916 
2025 10 7 9 0.4915 
2025 10 7 10 0.4915 
2025 10 7 11 0.4915 
2025 10 7 12 0.4914 
2025 10 7 13 0.4914 
2025 10 7 14 0.4913 
2025 10 7 15 0.4913 
2025 10 7 16 0.4913 
2025 10 7 17 0.4912 
2025 10 7 18 0.4912 
2025 10 7 19 0.4911 
2025 10 7 20 0.4911 
2025 10 7 21 0.4911 
2025 10 7 22 0.4910 
2025 10 7 23 0.4910 
2025 10 8 0 0.4909 
2025 10 8 1 0.4909 
2025 10 8 2 0.4909 
2025 10 8 3 0.4908 
2025 10 8 4 0.4908 
2025 10 8 5 0.4907 
2025 10 8 6 0.4907 
2025 10 8 7 0.4907 
2025 10 8 8 0.4906 
2025 10 8 9 0.4906 
2025 10 8 10 0.4905 
2025 10 8 11 0.4905 
2025 10 8 12 0.4905 
2025 10 8 13 0.4904 
2025 10 8 14 0.4904 
2025 10 8 15 0.4903 
2025 10 8 16 0.4903 
2025 10 8 17 0.4903 
2025 10 8 18 0.4902 
2025 10 8 19 0.4902 
2025 10 8 20 0.4901 
2025 10 8 21 0.4901 
2025 10 8 22 0.4901 
2025 10 8 23 0.4900 
2025 10 9 0 0.4900 
2025 10 9 1 0.4899 
2025 10 9 2 0.4899 
2025 10 9 3 0.4899 
2025 10 9 4 0.4898 
2025 10 9 5 0.4898 
2025 10 9 6 0.4897 
2025 10 9 7 0.4897 
2025 10 9 8 0.4897 
2025 10 9 9 0.4896 
2025 10 9 10 0.4896 
2025 10 9 11 0.4895 
2025 10 9 12 0.4895 
2025 10 9 13 0.4895 
2025 10 9 14 0.4894 
2025 10 9 15 0.4894 
2025 10 9 16 0.4893 
2025 10 9 17 0.4893 
2025 10 9 18 0.4893 
2025 10 9 19 0.4892 
2025 10 9 20 0.4892 
2025 10 9 21 0.4891 
2025 10 9 22 0.4891 
2025 10 9 23 0.4891 
2025 10 10 0 0.4890 
2025 10 10 1 0.4890 
2025 10 10 2 0.4889 
2025 10 10 3 0.4889 
2025 10 10 4 0.4889 
2025 10 10 5 0.4888 
2025 10 10 6 0.4888 
2025 10 10 7 0.4887 
2025 10 10 8 0.4887 
2025 10 10 9 0.4887 
2025 10 10 10 0.4886 
2025 10 10 11 0.4886 
2025 10 10 12 0.4885 
2025 10 10 13 0.4885 
2025 10 10 14 0.4885 
2025 10 10 15 0.4884 
2025 10 10 16 0.4884 
2025 10 10 17 0.4883 
2025 10 10 18 0.4883 
2025 10 10 19 0.4883 
2025 10 10 20 0.4882 
2025 10 10 21 0.4882 
2025 10 10 22 0.4881 
2025 10 10 23 0.4881 
2025 10 11 0 0.4881 
2025 10 11 1 0.4880 
2025 10 11 2 0.4880 
2025 10 11 3 0.4879 
2025 10 11 4 0.4879 
2025 10 11 5 0.4879 
2025 10 11 6 0.4878 
2025 10 11 7 0.4878 
2025 10 11 8 0.4877 
2025 10 11 9 0.4877 
2025 10 11 10 0.4877 
2025 10 11 11 0.4876 
2025 10 11 12 0.4876 
2025 10 11 13 0.4875 
2025 10 11 14 0.4875 
2025 10 11 15 0.4875 
2025 10 11 16 0.4874 
2025 10 11 17 0.4874 
2025 10 11 18 0.4873 
2025 10 11 19 0.4873 
2025 10 11 20 0.4873 
2025 10 11 21 0.4872 
2025 10 11 22 0.4872 
2025 10 11 23 0.4871 
2025 10 12 0 0.4871 
2025 10 12 1 0.4871 
2025 10 12 2 0.4870 
2025 10 12 3 0.4870 
2025 10 12 4 0.4869 
2025 10 12 5 0.4869 
2025 10 12 6 0.4869 
2025 10 12 7 0.4868 
2025 10 12 8 0.4868 
2025 10 12 9 0.4867 
2025 10 12 10 0.4867 
2025 10 12 11 0.4867 
2025 10 12 12 0.4866 
2025 10 12 13 0.4866 
2025 10 12 14 0.4865 
2025 10 12 15 0.4865 
2025 10 12 16 0.4865 
2025 10 12 17 0.4864 
2025 10 12 18 0.4864 
2025 10 12 19 0.4863 
2025 10 12 20 0.4863 
2025 10 12 21 0.4863 
2025 10 12 22 0.4862 
2025 10 12 23 0.4862 
2025 10 13 0 0.4861 
2025 10 13 1 0.4861 
2025 10 13 2 0.4861 
2025 10 13 3 0.4860 
2025 10 13 4 0.4860 
2025 10 13 5 0.4859 
2025 10 13 6 0.4859 
2025 10 13 7 0.4859 
2025 10 13 8 0.4858 
2025 10 13 9 0.4858 
2025 10 13 10 0.4857 
2025 10 13 11 0.4857 
2025 10 13 12 0.4857 
2025 10 13 13 0.4856 
2025 10 13 14 0.4856 
2025 10 13 15 0.4855 
2025 10 13 16 0.4855 
2025 10 13 17 0.4855 
2025 10 13 18 0.4854 
2025 10 13 19 0.4854 
2025 10 13 20 0.4853 
2025 10 13 21 0.4853 
2025 10 13 22 0.4853 
2025 10 13 23 0.4852 
2025 10 14 0 0.4852 
2025 10 14 1 0.4851 
2025 10 14 2 0.4851 
2025 10 14 3 0.4851 
2025 10 14 4 0.4850 
2025 10 14 5 0.4850 
2025 10 14 6 0.4849 
2025 10 14 7 0.4849 
2025 10 14 8 0.4849 
2025 10 14 9 0.4848 
2025 10 14 10 0.4848 
2025 10 14 11 0.4847 
2025 10 14 12 0.4847 
2025 10 14 13 0.4847 
2025 10 14 14 0.4846 
2025 10 14 15 0.4846 
2025 10 14 16 0.4845 
2025 10 14 17 0.4845 
2025 10 14 18 0.4845 
2025 10 14 19 0.4844 
2025 10 14 20 0.4844 
2025 10 14 21 0.4844 
2025 10 14 22 0.4843 
2025 10 14 23 0.4843 
2025 10 15 0 0.4842 
2025 10 15 1 0.4842 
2025 10 15 2 0.4842 
2025 10 15 3 0.4841 
2025 10 15 4 0.4841 
2025 10 15 5 0.4840 
2025 10 15 6 0.4840 
2025 10 15 7 0.4840 
2025 10 15 8 0.4839 
2025 10 15 9 0.4839 
2025 10 15 10 0.4838 
2025 10 15 11 0.4838 
2025 10 15 12 0.4838 
2025 10 15 13 0.4837 
2025 10 15 14 0.4837 
2025 10 15 15 0.4836 
2025 10 15 16 0.4836 
2025 10 15 17 0.4836 
2025 10 15 18 0.4835 
2025 10 15 19 0.4835 
2025 10 15 20 0.4834 
2025 10 15 21 0.4834 
2025 10 15 22 0.4834 
2025 10 15 23 0.4833 
2025 10 16 0 0.4833 
2025 10 16 1 0.4832 
2025 10 16 2 0.4832 
2025 10 16 3 0.4832 
2025 10 16 4 0.4831 
2025 10 16 5 0.4831 
2025 10 16 6 0.4830 
2025 10 16 7 0.4830 
2025 10 16 8 0.4830 
2025 10 16 9 0.4829 
2025 10 16 10 0.4829 
2025 10 16 11 0.4828 
2025 10 16 12 0.4828 
2025 10 16 13 0.4828 
2025 10 16 14 0.4827 
2025 10 16 15 0.4827 
2025 10 16 16 0.4826 
2025 10 16 17 0.4826 
2025 10 16 18 0.4826 
2025 10 16 19 0.4825 
2025 10 16 20 0.4825 
2025 10 16 21 0.4824 
2025 10 16 22 0.4824 
2025 10 16 23 0.4824 
2025 10 17 0 0.4823 
2025 10 17 1 0.4823 
2025 10 17 2 0.4822 
2025 10 17 3 0.4822 
2025 10 17 4 0.4822 
2025 10 17 5 0.4821 
2025 10 17 6 0.4821 
2025 10 17 7 0.4820 
2025 10 17 8 0.4820 
2025 10 17 9 0.4820 
2025 10 17 10 0.4819 
2025 10 17 11 0.4819 
2025 10 17 12 0.4818 
2025 10 17 13 0.4818 
2025 10 17 14 0.4818 
2025 10 17 15 0.4817 
2025 10 17 16 0.4817 
2025 10 17 17 0.4816 
2025 10 17 18 0.4816 
2025 10 17 19 0.4816 
2025 10 17 20 0.4815 
2025 10 17 21 0.4815 
2025 10 17 22 0.4814 
2025 10 17 23 0.4814 
2025 10 18 0 0.4814 
2025 10 18 1 0.4813 
2025 10 18 2 0.4813 
2025 10 18 3 0.4812 
2025 10 18 4 0.4812 
2025 10 18 5 0.4812 
2025 10 18 6 0.4811 
2025 10 18 7 0.4811 
2025 10 18 8 0.4810 
2025 10 18 9 0.4810 
2025 10 18 10 0.4810 
2025 10 18 11 0.4809 
2025 10 18 12 0.4809 
2025 10 18 13 0.4808 
2025 10 18 14 0.4808 
2025 10 18 15 0.4808 
2025 10 18 16 0.4807 
2025 10 18 17 0.4807 
2025 10 18 18 0.4806 
2025 10 18 19 0.4806 
2025 10 18 20 0.4806 
2025 10 18 21 0.4805 
2025 10 18 22 0.4805 
2025 10 18 23 0.4804 
2025 10 19 0 0.4804 
2025 10 19 1 0.4804 
2025 10 19 2 0.4803 
2025 10 19 3 0.4803 
2025 10 19 4 0.4802 
2025 10 19 5 0.4802 
2025 10 19 6 0.4802 
2025 10 19 7 0.4801 
2025 10 19 8 0.4801 
2025 10 19 9 0.4800 
2025 10 19 10 0.4800 
2025 10 19 11 0.4800 
2025 10 19 12 0.4799 
2025 10 19 13 0.4799 
2025 10 19 14 0.4798 
2025 10 19 15 0.4798 
2025 10 19 16 0.4798 
2025 10 19 17 0.4797 
2025 10 19 18 0.4797 
2025 10 19 19 0.4796 
2025 10 19 20 0.4796 
2025 10 19 21 0.4796 
2025 10 19 22 0.4795 
2025 10 19 23 0.4795 
2025 10 20 0 0.4794 
2025 10 20 1 0.4794 
2025 10 20 2 0.4794 
2025 10 20 3 0.4793 
2025 10 20 4 0.4793 
2025 10 20 5 0.4792 
2025 10 20 6 0.4792 
2025 10 20 7 0.4792 
2025 10 20 8 0.4791 
2025 10 20 9 0.4791 
2025 10 20 10 0.4790 
2025 10 20 11 0.4790 
2025 10 20 12 0.4790 
2025 10 20 13 0.4789 
2025 10 20 14 0.4789 
2025 10 20 15 0.4788 
2025 10 20 16 0.4788 
2025 10 20 17 0.4788 
2025 10 20 18 0.4787 
2025 10 20 19 0.4787 
2025 10 20 20 0.4786 
2025 10 20 21 0.4786 
2025 10 20 22 0.4786 
2025 10 20 23 0.4785 
2025 10 21 0 0.4785 
2025 10 21 1 0.4784 
2025 10 21 2 0.4784 
2025 10 21 3 0.4784 
2025 10 21 4 0.4783 
2025 10 21 5 0.4783 
2025 10 21 6 0.4782 
2025 10 21 7 0.4782 
2025 10 21 8 0.4782 
2025 10 21 9 0.4781 
